,Title,Year,Certificate,Rating,Metascore,Votes,Gross,Movie_time_min,History,Biography,Horror,Adventure,Animation,Sport,Thriller,Drama,Western,Action,Mystery,Music,Romance,Film-Noir,War,Comedy,Family,Musical,Sci-Fi,Fantasy,Crime
0,15,2008,PG-13,9.0,84.0,2428474,534858444.0,152,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,45,2003,PG-13,8.9,94.0,1715249,377845905.0,201,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,9,2010,PG-13,8.8,74.0,2179206,292576195.0,148,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,49,2001,PG-13,8.8,92.0,1736538,315544750.0,178,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,15,2016,,8.7,,106888,,135,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
5,9,2021,,8.7,,104201,,135,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6,37,2002,PG-13,8.7,87.0,1550670,342551365.0,179,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7,10,1999,R,8.7,73.0,1767904,171479930.0,136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8,46,1980,PG,8.7,82.0,1208827,290475067.0,124,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9,34,1977,PG,8.6,90.0,1280635,322740140.0,121,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10,9,1962,Not Rated,8.6,85.0,49581,,133,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
11,13,1954,Not Rated,8.6,98.0,329900,269061.0,207,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12,9,2000,R,8.5,67.0,1403873,187705427.0,155,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13,22,1994,R,8.5,64.0,1085739,19501238.0,110,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
14,26,1991,R,8.5,75.0,1036625,204843350.0,137,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15,10,2018,Not Rated,8.4,,35226,,170,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
16,6,2016,Not Rated,8.4,,172221,12391761.0,161,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17,33,2018,PG,8.4,87.0,431371,190241310.0,117,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,17,2019,PG-13,8.4,78.0,948118,858373000.0,181,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19,22,2018,PG-13,8.4,68.0,930705,678815482.0,149,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,21,2012,PG-13,8.4,78.0,1583398,448139099.0,164,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
21,6,2003,R,8.4,77.0,543070,707481.0,120,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
22,17,1997,PG-13,8.4,76.0,366414,2375308.0,134,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,45,1981,PG,8.4,85.0,919355,248159971.0,115,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,4,2019,R,8.3,78.0,497241,159227644.0,119,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
25,24,2019,Not Rated,8.3,,52264,4186168.0,138,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
26,16,2018,Not Rated,8.3,,47991,,156,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
27,12,2017,Not Rated,8.3,,33743,,147,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
28,4,2021,PG-13,8.3,75.0,89208,,155,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
29,25,2020,R,8.3,75.0,38003,47700000.0,117,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,6,1986,R,8.3,84.0,680535,85160248.0,137,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31,42,1983,PG,8.3,,989095,309125409.0,131,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32,27,2017,Not Rated,8.2,,81406,20186659.0,167,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
33,18,2012,Not Rated,8.2,89.0,90065,,321,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,16,2012,Not Rated,8.2,,35013,39567.0,135,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35,13,2005,PG-13,8.2,70.0,1364325,206852432.0,140,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,10,2000,Not Rated,8.2,,62439,,156,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
37,35,1998,R,8.2,66.0,556450,3897569.0,107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38,34,1989,PG-13,8.2,65.0,719105,197171806.0,127,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,8,1988,R,8.2,72.0,822917,83008852.0,132,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,3,1985,R,8.2,96.0,119820,4135750.0,162,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
41,6,1975,Not Rated,8.2,,53781,,162,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,7,1961,Not Rated,8.2,93.0,117607,,110,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
43,12,1924,Passed,8.2,,46229,977375.0,45,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
44,6,2014,Not Rated,8.1,,52392,901610.0,160,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
45,5,2017,R,8.1,77.0,691397,226277068.0,137,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
46,14,2014,Not Rated,8.1,,44316,,170,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,12,2013,Not Rated,8.1,,39500,,148,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,9,2012,Not Rated,8.1,,31778,,165,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,4,2013,R,8.1,74.0,454013,26947624.0,123,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50,14,2019,PG-13,8.1,81.0,338338,117624028.0,152,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51,18,2015,R,8.1,90.0,931142,154058340.0,120,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52,7,2011,PG-13,8.1,71.0,451050,13657115.0,140,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
53,11,2008,Not Rated,8.1,,76518,,104,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
54,28,2021,R,8.1,,340711,,242,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
55,24,2010,PG,8.1,75.0,695767,217581231.0,98,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,14,2005,R,8.1,62.0,1068932,70511035.0,132,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
57,17,2003,R,8.1,69.0,1049501,70099045.0,111,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
58,46,1997,TV-MA,8.1,,47015,,87,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
59,15,1994,Not Rated,8.1,,51792,,160,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
60,13,1993,PG-13,8.1,68.0,912181,402453882.0,127,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61,12,1982,R,8.1,84.0,724418,32868943.0,117,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
62,7,1962,Not Rated,8.1,,36750,,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
63,10,1949,Not Rated,8.1,,31565,,114,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
64,11,1926,Passed,8.1,,87093,1033895.0,67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
65,17,2015,Not Rated,8.0,,81123,8178001.0,163,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
66,4,2015,Not Rated,8.0,,55570,,159,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
67,24,2015,Not Rated,8.0,,108790,6738000.0,159,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
68,10,2014,R,8.0,71.0,118869,2625803.0,150,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69,23,2014,PG-13,8.0,76.0,1097598,333176600.0,121,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,17,2017,R,8.0,81.0,502920,92054159.0,164,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
71,12,2015,R,8.0,76.0,745400,183637894.0,156,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
72,31,2010,Not Rated,8.0,71.0,81202,100119.0,115,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
73,8,2016,R,8.0,65.0,952502,363070709.0,108,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
74,6,2008,R,8.0,,217564,,106,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
75,21,2009,,8.0,,32869,,128,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
76,11,2007,R,8.0,,100901,8060.0,115,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
77,12,2012,PG-13,8.0,69.0,1311477,623279547.0,143,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
78,20,2007,PG-13,8.0,85.0,617361,227471070.0,115,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
79,34,2004,R,8.0,64.0,38897,1111061.0,140,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
80,13,2006,PG-13,8.0,80.0,614261,167445960.0,144,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,17,2004,R,8.0,83.0,715873,66208183.0,137,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
82,16,2002,R,8.0,75.0,121536,169659.0,101,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
83,54,2003,PG-13,8.0,63.0,1047469,305413918.0,143,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
84,15,2004,PG,8.0,90.0,682958,261441092.0,115,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,14,1999,PG,8.0,85.0,181361,23159305.0,86,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,18,1995,TV-MA,8.0,76.0,136154,515905.0,83,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
87,5,1988,R,8.0,,174750,553171.0,124,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
88,14,1984,R,8.0,84.0,822290,38400000.0,107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
89,20,1964,R,8.0,65.0,207421,14500000.0,99,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
90,9,1959,Passed,8.0,93.0,59314,12535000.0,141,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
91,41,2021,PG-13,7.9,71.0,110058,,132,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
92,14,2017,PG-13,7.9,74.0,650610,315058289.0,130,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
93,26,2014,PG-13,7.9,75.0,681099,233921534.0,132,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
94,9,2013,,7.9,,29631,,130,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
95,16,2014,PG-13,7.9,71.0,633567,100206256.0,113,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
96,10,2009,R,7.9,81.0,656484,115646235.0,112,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
97,9,2009,PG-13,7.9,82.0,590790,257730019.0,127,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
98,21,2006,R,7.9,89.0,158428,13756082.0,141,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
99,8,2008,PG-13,7.9,79.0,987035,318412101.0,126,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
100,4,2002,PG-13,7.9,85.0,177812,53710019.0,120,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,23,2001,TV-14,7.9,61.0,45350,1000045.0,115,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
102,19,2002,PG-13,7.9,68.0,524961,121661683.0,119,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
103,15,2006,R,7.9,84.0,480519,35552383.0,109,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
104,25,1997,Not Rated,7.9,,29027,3296.0,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
105,12,1993,Not Rated,7.9,,36052,,94,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106,18,1980,R,7.9,,190644,57229890.0,133,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
107,25,1972,Not Rated,7.9,,54956,,95,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108,14,1969,R,7.9,97.0,81815,12064472.0,135,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
109,28,1938,PG,7.9,97.0,49260,3981000.0,102,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
110,13,2019,R,7.8,,283585,,113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
111,5,2018,Not Rated,7.8,,28156,,138,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
112,6,2017,Not Rated,7.8,,31119,,172,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113,7,2017,PG-13,7.8,94.0,598643,188373161.0,106,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
114,11,2016,Not Rated,7.8,,28913,,148,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
115,24,2016,PG,7.8,84.0,123545,48023088.0,101,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116,28,2016,PG-13,7.8,65.0,582198,532177324.0,133,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
117,26,2016,PG-13,7.8,75.0,711996,408084349.0,147,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
118,42,2015,PG-13,7.8,80.0,886887,936662225.0,138,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
119,10,2014,PG,7.8,74.0,430881,222527828.0,102,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,26,2014,PG,7.8,76.0,317762,177002924.0,102,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,15,2010,Not Rated,7.8,67.0,120398,128392.0,144,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
122,20,2010,R,7.8,,66471,6460.0,119,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
123,10,2008,Not Rated,7.8,64.0,62436,,125,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
124,7,2012,PG-13,7.8,81.0,659316,304360277.0,143,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,6,2021,Not Rated,7.8,,64041,,179,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126,5,2008,PG-13,7.8,,581724,145000989.0,90,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
127,6,2009,PG-13,7.8,83.0,1158988,760507625.0,162,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
128,10,2006,R,7.8,68.0,300463,50866635.0,139,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
129,8,2007,R,7.8,81.0,483281,23637265.0,121,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
130,8,2005,PG-13,7.8,74.0,289553,25514517.0,119,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
131,19,2000,Not Rated,7.8,,28446,,110,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
132,30,2000,PG-13,7.8,94.0,261238,128078872.0,120,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
133,9,1993,R,7.8,,136638,56505065.0,130,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
134,12,1993,PG-13,7.8,87.0,280020,183875760.0,130,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
135,28,1993,PG,7.8,,46813,5617391.0,76,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
136,11,1992,R,7.8,,48793,,128,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
137,10,1989,R,7.8,82.0,47200,,111,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
138,8,1987,R,7.8,,388442,59735548.0,107,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
139,12,1984,PG,7.8,71.0,374761,238632124.0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
140,8,1973,PG,7.8,93.0,69944,,94,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
141,16,1967,R,7.8,86.0,108432,,111,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
142,15,1962,G,7.8,75.0,54013,39100000.0,178,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
143,9,1948,Passed,7.8,,29811,,133,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
144,9,1948,Not Rated,7.8,,39123,,100,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
145,8,1932,PG,7.8,87.0,26909,,93,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
146,10,2018,R,7.7,66.0,520791,324591735.0,119,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
147,29,2018,PG-13,7.7,86.0,309136,220159104.0,147,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148,28,2014,R,7.7,,618686,128261724.0,129,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
149,35,2014,PG-13,7.7,70.0,780296,259766572.0,136,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
150,23,2013,PG-13,7.7,72.0,472836,228778661.0,132,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
151,14,2011,PG-13,7.7,65.0,664278,146408305.0,131,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
152,12,2007,R,7.7,76.0,298614,53606916.0,122,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
153,14,2004,R,7.7,78.0,133222,17108591.0,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
154,20,2004,PG-13,7.7,73.0,447274,176241941.0,108,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
155,11,2004,R,7.7,,345700,77911774.0,146,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
156,16,2003,R,7.7,,416696,111110575.0,154,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
157,25,2002,PG-13,7.7,61.0,133395,54234062.0,131,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
158,27,2000,R,7.7,62.0,30652,151086.0,103,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
159,19,1999,R,7.7,,233178,25812.0,108,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
160,8,1997,R,7.7,61.0,370786,48323648.0,129,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
161,17,1997,PG-13,7.7,,450387,63540020.0,126,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
162,24,1992,R,7.7,76.0,159835,75505856.0,112,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
163,17,1987,PG,7.7,62.0,120538,22238696.0,153,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
164,31,1982,PG,7.7,67.0,116797,78912963.0,113,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
165,11,1982,R,7.7,61.0,238747,47212904.0,93,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166,34,1974,R,7.7,68.0,29032,2491455.0,104,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
167,16,1973,R,7.7,83.0,101102,25000000.0,102,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
168,21,1971,R,7.7,94.0,116166,15630710.0,104,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
169,11,1971,R,7.7,87.0,149680,35900000.0,102,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
170,15,1967,Not Rated,7.7,73.0,70113,45300000.0,150,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
171,10,1964,PG,7.7,87.0,181545,51081062.0,110,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172,21,1960,Approved,7.7,74.0,91603,4905000.0,128,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
173,4,2020,TV-MA,7.6,,36042,,150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
174,14,2016,Not Rated,7.6,72.0,190672,2129768.0,118,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175,12,2018,R,7.6,62.0,58609,9651611.0,123,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
176,30,2017,PG-13,7.6,67.0,613621,389813101.0,136,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
177,11,2017,R,7.6,86.0,480183,107825862.0,113,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
178,14,2017,PG-13,7.6,72.0,63925,18340051.0,134,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
179,13,2018,PG,7.6,80.0,270193,608581744.0,118,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180,7,2015,R,7.6,82.0,396899,46889293.0,121,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
181,4,2014,R,7.6,64.0,452030,85817906.0,134,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
182,18,2016,R,7.6,88.0,215070,26862450.0,102,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
183,14,2021,PG-13,7.6,68.0,109635,,163,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184,30,2014,PG-13,7.6,79.0,423787,208545589.0,130,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
185,11,2011,Not Rated,7.6,66.0,29037,1531757.0,103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
186,20,2011,R,7.6,73.0,197387,4105123.0,101,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187,12,2012,R,7.6,68.0,236373,41003371.0,109,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
188,12,2010,R,7.6,84.0,63948,802524.0,141,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
189,8,2010,R,7.6,66.0,541063,48071303.0,117,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
190,9,2009,,7.6,,65934,,113,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
191,17,2020,Not Rated,7.6,81.0,29237,,116,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
192,15,2009,PG-13,7.6,,604430,209028679.0,128,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
193,16,2007,R,7.6,82.0,235077,17114882.0,100,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
194,9,2006,R,7.6,90.0,103452,31567134.0,111,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
195,12,2008,Not Rated,7.6,69.0,31444,3440718.0,213,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
196,8,2006,PG-13,7.6,70.0,74549,24633730.0,104,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
197,13,2008,PG,7.6,74.0,439707,215434591.0,92,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
