,Title,Year,Certificate,Rating,Metascore,Votes,Gross,Movie_time_min,History,Biography,Horror,Adventure,Animation,Sport,Thriller,Drama,Western,Action,Mystery,Music,Romance,Film-Noir,War,Comedy,Family,Musical,Sci-Fi,Fantasy,Crime
10733,22,1994,PG,6.2,,30817,50236831.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10734,5,1985,R,6.2,,25127,19444631.0,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10735,21,1978,PG,6.2,,32085,921769.0,132,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10736,30,2019,PG,6.1,63.0,28044,54893567.0,102,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10737,26,2016,PG-13,6.1,,104114,48390190.0,114,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10738,16,2013,R,6.1,,46615,219438.0,107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
10739,35,2018,PG,6.1,,49040,68549695.0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10740,27,2012,PG-13,6.1,,281068,155332381.0,127,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10741,13,2016,R,6.1,66.0,184447,97685686.0,89,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10742,14,2018,PG-13,6.1,,118319,15951040.0,128,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10743,30,2013,R,6.1,,200450,55703475.0,88,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10744,20,2010,PG,6.1,,30778,29197642.0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10745,14,2017,PG-13,6.1,,426565,229024295.0,120,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10746,12,2009,R,6.1,,71797,,104,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10747,25,2010,PG,6.1,,157514,63150991.0,109,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10748,15,2009,Not Rated,6.1,61.0,58227,17546.0,93,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10749,8,2008,PG,6.1,,75756,17303424.0,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10750,22,2008,G,6.1,,37101,50877145.0,93,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10751,15,2007,PG,6.1,,292046,320706665.0,93,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10752,18,2007,PG-13,6.1,,183518,70107728.0,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10753,11,2004,PG-13,6.1,,254923,120177084.0,131,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10754,13,2021,R,6.1,,145235,,110,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10755,9,2002,PG-13,6.1,,37865,30063805.0,104,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10756,7,2000,PG,6.1,,41421,69691949.0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10757,11,1999,PG-13,6.1,65.0,65302,29655590.0,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
10758,6,1995,PG,6.1,,127553,100328194.0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10759,18,1993,PG,6.1,,26908,53579269.0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10760,9,1985,PG,6.1,,49719,33086700.0,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10761,5,1983,PG,6.1,,31845,16519460.0,121,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10762,30,2019,PG-13,6.0,,167553,110500138.0,132,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10763,40,2015,PG,6.0,62.0,52469,162994032.0,92,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10764,21,2015,PG-13,6.0,,100014,27367660.0,106,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10765,22,2014,PG-13,6.0,,163965,65014513.0,150,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10766,21,2011,PG,6.0,,92258,68224452.0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10767,8,2014,PG-13,6.0,,151193,72688614.0,98,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10768,9,2011,R,6.0,,164693,83504017.0,110,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
10769,25,2008,PG,6.0,,61853,35161554.0,98,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10770,46,2009,PG,6.0,,185944,177243721.0,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10771,12,2011,PG-13,6.0,,237686,36392502.0,110,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10772,15,2008,PG,6.0,,91517,110101975.0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10773,12,2008,PG,6.0,,34493,48006503.0,96,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10774,25,2006,PG,6.0,,35274,15132763.0,94,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10775,10,2004,PG,6.0,,174467,160861908.0,90,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10776,9,2000,PG-13,6.0,,100605,37879996.0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10777,29,1999,Not Rated,6.0,,40963,1644060.0,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10778,26,1995,PG,6.0,,27730,35617599.0,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
10779,24,1987,PG,6.0,,34376,29760613.0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10780,16,1986,PG-13,6.0,,54377,79817937.0,94,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10781,17,2019,PG-13,5.9,,66590,48791187.0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10782,14,2014,PG,5.9,69.0,136844,128002372.0,125,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10783,14,2016,PG-13,5.9,,129756,45540830.0,103,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10784,31,2012,R,5.9,,152623,37519139.0,105,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10785,37,2013,PG-13,5.9,,130444,31165421.0,130,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10786,13,2016,PG-13,5.9,,653440,325100054.0,123,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10787,9,2008,R,5.9,,73275,17432844.0,90,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10788,50,2010,PG,5.9,,182704,88761720.0,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10789,11,2007,PG-13,5.9,,75474,47852604.0,96,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10790,15,2011,G,5.9,,54236,99967670.0,84,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10791,18,2005,PG-13,5.9,,118687,37916267.0,118,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10792,11,2001,PG-13,5.9,,130673,70836296.0,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
10793,13,1999,PG,5.9,61.0,130082,140035367.0,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10794,27,1995,PG-13,5.9,,40423,10772144.0,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10795,14,1991,PG-13,5.9,,27967,43878334.0,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
10796,9,1987,PG,5.9,,30805,42721196.0,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10797,19,1984,PG,5.9,,78309,31042035.0,103,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10798,10,1968,Approved,5.9,,33885,,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10799,22,2016,R,5.8,,73088,30348260.0,91,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10800,11,2014,PG-13,5.8,,54438,,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
10801,30,2013,PG,5.8,,114174,68559554.0,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10802,17,2019,PG,5.8,,33699,100044905.0,86,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10803,6,2010,R,5.8,,35836,98017.0,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10804,32,2012,PG,5.8,,98271,103860290.0,94,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10805,31,2016,PG-13,5.8,,54199,10907291.0,108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
10806,26,2009,PG-13,5.8,,87290,55250026.0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10807,19,2010,PG-13,5.8,,276374,163214888.0,106,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10808,11,2010,R,5.8,,104935,61979680.0,103,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10809,40,2009,PG-13,5.8,,44380,14046595.0,109,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10810,13,2006,PG,5.8,,38312,28142535.0,88,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10811,34,2008,PG,5.8,,117925,101704370.0,93,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10812,37,2003,PG-13,5.8,,172321,66465204.0,110,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10813,11,1999,R,5.8,,108105,66889043.0,122,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10814,23,2001,PG-13,5.8,,204282,131144183.0,100,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10815,21,1998,PG,5.8,68.0,32717,18319860.0,97,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10816,7,1996,R,5.8,,29609,15171475.0,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10817,4,1996,PG-13,5.8,,59105,58620973.0,113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
10818,13,1995,PG-13,5.8,,114580,70454098.0,101,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10819,5,2020,PG-13,5.7,66.0,136584,,115,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10820,3,2015,PG,5.7,,62431,35088320.0,111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10821,9,2014,R,5.7,65.0,25157,9168.0,87,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10822,13,2021,PG-13,5.7,,33734,,109,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10823,19,2012,PG-13,5.7,,185498,83670083.0,99,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10824,20,2011,PG-13,5.7,,105975,20377913.0,110,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10825,10,2017,R,5.7,63.0,104273,24449754.0,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
10826,22,2009,PG,5.7,,57950,67172594.0,98,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10827,6,2011,PG-13,5.7,,117946,29136626.0,87,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10828,14,2005,G,5.7,,89194,135386665.0,81,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10829,18,2002,G,5.7,,53169,139236327.0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10830,16,1998,PG,5.7,,28567,50632037.0,114,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10831,14,2005,PG-13,5.7,,319393,154696080.0,106,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10832,7,1996,PG,5.7,,42290,95318203.0,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
10833,24,1992,PG-13,5.7,,43054,16624456.0,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
10834,8,2020,PG,5.6,,55400,77047065.0,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10835,34,2018,PG,5.6,,31144,54858851.0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10836,15,2013,R,5.6,,36931,3800000.0,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10837,13,2012,PG,5.6,,86203,64935167.0,106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10838,14,2017,PG-13,5.6,,133686,50701325.0,95,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10839,27,2010,R,5.6,,47964,24042490.0,99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10840,7,2011,PG-13,5.6,,76747,27865571.0,86,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
10841,16,2020,PG-13,5.6,,78089,,118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
10842,17,2007,R,5.6,66.0,46926,958961.0,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
10843,8,2013,PG-13,5.6,,124880,33618855.0,96,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10844,10,2007,PG,5.6,,41619,72006777.0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10845,41,2007,PG,5.6,,257277,131921738.0,92,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10846,42,2003,PG-13,5.6,,135119,65660196.0,117,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10847,15,2001,R,5.6,,83595,41867960.0,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10848,21,1999,R,5.6,,55482,40846082.0,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10849,18,2019,R,5.5,,70378,6563605.0,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10850,6,2015,PG-13,5.5,,137448,78747585.0,105,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10851,7,2014,PG-13,5.5,,108935,23219748.0,105,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10852,15,2014,PG-13,5.5,,53378,7791979.0,104,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
10853,41,2012,PG-13,5.5,,239792,292298923.0,115,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10854,15,2011,PG-13,5.5,,110204,37662162.0,100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10855,13,2011,R,5.5,,99595,21596445.0,102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10856,11,2014,PG-13,5.5,,74584,17223265.0,102,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10857,8,2006,R,5.5,,57912,54607383.0,110,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10858,17,2006,PG-13,5.5,,97598,42285169.0,110,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10859,18,2005,PG,5.5,,27749,53412862.0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10860,13,2002,PG-13,5.5,,92960,35081594.0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10861,17,2002,PG-13,5.5,,134558,91047077.0,92,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10862,16,2003,PG-13,5.5,,49805,23020488.0,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
10863,15,2002,PG,5.5,66.0,52490,64956806.0,77,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10864,31,1989,PG,5.5,,58138,52210049.0,107,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10865,15,2020,PG-13,5.4,64.0,28094,,87,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10866,10,2021,PG-13,5.4,,25017,,121,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10867,17,2020,PG-13,5.4,,233845,46370364.0,151,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10868,13,2016,PG-13,5.4,,111612,31153464.0,127,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10869,9,2017,PG-13,5.4,,179755,80101125.0,110,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10870,11,2011,R,5.4,,96903,10706786.0,104,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10871,3,2011,PG,5.4,,32988,108085305.0,95,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10872,21,2018,R,5.4,,26497,20706452.0,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
10873,16,2021,R,5.4,,38989,,114,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10874,5,2007,R,5.4,,42829,347578.0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
10875,19,2011,PG-13,5.4,,92441,24827228.0,95,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10876,10,2011,PG,5.4,,87126,142614158.0,103,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10877,10,2010,R,5.4,,88340,25003155.0,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10878,10,2006,PG,5.4,,40954,18595716.0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10879,13,2007,PG,5.4,,143363,100462298.0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10880,12,2006,PG-13,5.4,,55347,17324744.0,103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10881,10,1998,PG,5.4,,34393,34545030.0,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10882,15,1998,PG-13,5.4,,95057,144156605.0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10883,23,1987,PG,5.4,,39473,17336370.0,106,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10884,13,2019,R,5.3,,26746,54611903.0,117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10885,14,2020,PG-13,5.3,,47823,,103,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10886,12,2013,PG,5.3,,40209,71017784.0,105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10887,13,2021,PG,5.3,,29892,,101,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10888,6,2010,R,5.3,,102635,40168080.0,100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10889,11,2020,PG,5.3,,33118,,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10890,12,2006,PG-13,5.3,,48345,23292105.0,97,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10891,13,2003,PG-13,5.3,,40527,22108977.0,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
10892,11,2007,PG-13,5.3,,230211,115802596.0,110,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10893,19,2002,R,5.3,,54225,30336800.0,101,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10894,12,2000,PG-13,5.3,,101990,39464775.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10895,6,1980,PG,5.3,64.0,30802,49823057.0,114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10896,7,2019,R,5.2,,84233,21903748.0,120,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10897,9,2011,PG,5.2,,59494,80360843.0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10898,8,2008,PG-13,5.2,,443973,191465414.0,122,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
10899,23,2007,PG,5.2,,80978,217326974.0,92,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10900,37,2008,PG-13,5.2,,155722,102491776.0,112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10901,19,2011,R,5.2,,97382,21295021.0,113,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10902,28,2008,Not Rated,5.2,,28954,999811.0,116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10903,10,2002,PG,5.2,,105545,153288182.0,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10904,42,1990,PG,5.2,,25444,17373527.0,89,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10905,10,2012,R,5.1,,46044,743636.0,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
10906,15,2014,PG-13,5.1,,79788,19075290.0,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
10907,6,2006,PG,5.1,,124306,75030163.0,104,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10908,9,2008,PG-13,5.1,,128139,94784201.0,109,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10909,10,2006,PG-13,5.1,,31621,23086480.0,85,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10910,7,2009,PG,5.1,,44750,119436770.0,88,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10911,19,2003,PG,5.1,,46602,75847266.0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10912,32,2004,PG,5.1,,53622,84216833.0,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10913,11,2001,PG,5.1,,58282,93385515.0,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
10914,4,1992,PG-13,5.1,,31447,21452082.0,118,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10915,44,1989,R,5.1,,43354,22168359.0,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10916,9,1985,PG-13,5.1,,40306,6948633.0,89,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10917,15,2013,R,5.0,,45462,40041683.0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10918,26,2010,PG-13,5.0,,236547,300531751.0,124,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10919,23,2012,R,5.0,,62068,17529157.0,95,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10920,11,2010,PG,5.0,,44545,60022256.0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10921,8,2004,PG,5.0,,83035,75369589.0,80,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10922,14,2003,PG-13,5.0,,31166,32551396.0,86,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10923,12,1999,PG-13,5.0,,74117,91411151.0,113,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10924,11,1996,PG,5.0,,33368,17300889.0,100,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10925,41,2011,PG-13,4.9,,231805,281287133.0,117,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10926,18,2010,PG,4.9,,67931,42779261.0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10927,14,2020,PG-13,4.9,,43678,,109,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10928,12,2001,PG-13,4.9,,39537,33422806.0,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10929,12,2000,R,4.9,,33156,33022767.0,99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10930,15,1994,PG,4.9,,78812,130512915.0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
10931,34,1991,R,4.9,,44093,34872033.0,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
